x,y,t,intensity
2548,804,0,26
2549,804,0,25
2550,804,0,25
2551,804,0,25
2552,804,0,24
2553,804,0,24
2554,804,0,25
2555,804,0,25
2556,804,0,25
2557,804,0,23
2558,804,0,23
2559,804,0,23
2560,804,0,20
2561,804,0,18
2562,804,0,16
2563,804,0,17
2564,804,0,19
2565,804,0,21
2566,804,0,22
2567,804,0,22
2568,804,0,20
2569,804,0,17
2570,804,0,17
2571,804,0,15
2572,804,0,15
2573,804,0,16
2574,804,0,16
2575,804,0,17
2576,804,0,17
2577,804,0,17
2578,804,0,16
2579,804,0,15
2580,804,0,15
2581,804,0,15
2582,804,0,16
2583,804,0,17
2584,804,0,16
2585,804,0,15
2586,804,0,14
2587,804,0,14
2588,804,0,15
2589,804,0,16
2590,804,0,16
2591,804,0,16
2592,804,0,16
2593,804,0,16
2594,804,0,15
2595,804,0,15
2596,804,0,14
2597,804,0,14
2598,804,0,14
2599,804,0,14
2600,804,0,14
2601,804,0,14
2602,804,0,14
2603,804,0,15
2604,804,0,16
2605,804,0,17
2606,804,0,18
2607,804,0,18
2608,804,0,18
2609,804,0,18
2610,804,0,17
2611,804,0,16
2612,804,0,15
2613,804,0,15
2614,804,0,15
2615,804,0,16
2616,804,0,17
2617,804,0,16
2618,804,0,16
2619,804,0,16
2620,804,0,16
2621,804,0,17
2622,804,0,17
2623,804,0,18
2624,804,0,17
2625,804,0,16
2626,804,0,15
2627,804,0,14
2628,804,0,14
2629,804,0,13
2630,804,0,13
2631,804,0,13
2632,804,0,13
2633,804,0,13
2634,804,0,13
2635,804,0,13
2636,804,0,13
2637,804,0,13
2638,804,0,12
2639,804,0,12
2640,804,0,12
2641,804,0,12
2642,804,0,12
2643,804,0,12
2644,804,0,12
2645,804,0,12
2646,804,0,13
2647,804,0,13
2648,804,0,13
2649,804,0,14
2650,804,0,13
2651,804,0,15
2652,804,0,16
2653,804,0,16
2654,804,0,16
2655,804,0,16
2656,804,0,14
2657,804,0,13
2658,804,0,12
2659,804,0,12
2660,804,0,13
2661,804,0,13
2662,804,0,13
2663,804,0,13
2664,804,0,14
2665,804,0,14
2666,804,0,15
2667,804,0,17
2668,804,0,18
2669,804,0,18
2670,804,0,18
2671,804,0,19
2672,804,0,20
2673,804,0,20
2674,804,0,20
2675,804,0,20
2676,804,0,20
2677,804,0,20
2678,804,0,19
2679,804,0,18
2680,804,0,18
2681,804,0,18
2682,804,0,18
2683,804,0,20
2684,804,0,22
2685,804,0,24
2686,804,0,24
2687,804,0,24
2688,804,0,24
2689,804,0,23
2690,804,0,23
2691,804,0,22
2692,804,0,21
2693,804,0,20
2694,804,0,20
2695,804,0,20
2696,804,0,21
2697,804,0,21
2698,804,0,22
2699,804,0,24
2700,804,0,24
2701,804,0,24
2702,804,0,23
2703,804,0,22
2704,804,0,21
2705,804,0,20
2706,804,0,21
2707,804,0,20
2708,804,0,20
2709,804,0,21
2710,804,0,22
2711,804,0,23
2712,804,0,24
2713,804,0,24
2714,804,0,24
2715,804,0,23
2716,804,0,22
2717,804,0,20
2718,804,0,20
2719,804,0,21
2720,804,0,22
2721,804,0,24
2722,804,0,25
2723,804,0,25
2724,804,0,24
2725,804,0,24
2726,804,0,24
2727,804,0,23
2728,804,0,23
2729,804,0,23
2730,804,0,23
2731,804,0,24
2732,804,0,25
2733,804,0,26
2734,804,0,26
2735,804,0,28
2736,804,0,27
2737,804,0,27
2738,804,0,28
2739,804,0,28
2740,804,0,28
2741,804,0,28
2742,804,0,28
2743,804,0,28
2744,804,0,28
2745,804,0,28
2746,804,0,29
2747,804,0,29
2748,804,0,29
2749,804,0,29
2450,805,0,181
2451,805,0,182
2452,805,0,184
2453,805,0,188
2454,805,0,191
2455,805,0,194
2456,805,0,196
2457,805,0,197
2458,805,0,197
2459,805,0,195
2460,805,0,194
2461,805,0,193
2462,805,0,193
2463,805,0,193
2464,805,0,195
2465,805,0,195
2466,805,0,195
2467,805,0,195
